class,text
1,somewher link finger quit sarcasm
0,languag confid thing bodi make easiest differ jv92osrvuo
0,basildon loughton
1,sooooo sarcasm know sound that interest ohhh
1,skrillex skrillex deal rave daili qk50vjjkxq sarcasm
0,full packer twitter fan mode meltdown
0,week time
0,bloodi wake earli morn everyon christma
1,learn ypktqsla7d pennyboard tonight ypktqsla 😎 tryna skate
0,gangstawankstayard 😂
1,fqobkvzvrc favourit year
1,havent happi gone
0,badg m3qyb8sr7w earn land level free
0,mate have good hahahaha good1 love
0,protest thei begin they right free cannot end fundament movement livelihood right take earn
0,hous with pace adjourn
0,plastic like look yeah
1,pretti dreamon worth place round gysnxsrws miranda sure stoke least
1,whatsapp winter weddingseason decemb enough danc group sarcasm practic
0,insecur long need hour
1,tesl aevyocrebg freelesson anoth english sarcasm thanksalot
1,order ironi fish chip fischer
0,tweet post twitter mean
0,stillcar today thought itsabovemypaygradetocar work lesigh mess fail guy
1,profound trillion profound thing rather worstsongev lyric there million sean sarcasm
1,5lzdddc1hx enjoy ironi hope congratul notif twitter well deserv
1,hack soni
1,miss gonna
0,bang
1,lgbt u53sjefr67 christian travel asylum ironi russia like curtain torment seek
0,nevermind
0,subsidi advertis waah q6xoguml9t waah crime give wast water develop public
1,troubl peopl innoc make nice behead sarcasm someon
1,wake person morn happiest ever
1,carri half
0,dislik vice winston none admir virtu churchil
0,anymor oldfriend zas59mwkbw
1,hide those thatsabossbitchrightther angl face them duck wrinkl
0,said what cheat week becaus call opposit that
0,democraci read bang great interest manag insight
0,imagin come gain vacat access engin signup soon beta born 0n7brxrkcd
1,xmzzki number account xmzzki6kn6 know absolutetosh sarcasm
0,facebook owner
0,realli hair short yafc94nyz4 yafc
1,decis grand ironi juri studi action fail student consequ deserv busi protest
1,hero bring fauxmanc destruct mean flagship comic great romanc happi sarcasm even
0,wemarchon saintsfc last train
1,
0,never 😔 guess enough nice cool sadfac haha
1,huntsvil head
1,read inde ironi unit tonight tosh care statement dunde young player chairmanship
1,thank dish badbusi sarcasm leav
1,wemissedyoutoo say noth tfidx55n3l tfidx better home sarcasm welcom
1,ruin today
1,sleep right abl love
0,velvet rhineston size medium larg shelf wire cup babydol softli come pad
0,👤 well
1,year wonder sarcasm time fiscal
1,ironi tell pleas book zrilqmgiop appoint happen
1,morn start like love
1,what sarcasm today 💩 6daystretch 2of6 surpris
1,propos pple trampl protect right ironi bill secur basic dual heard seek freedom
0,sarcasm shit call
0,might play hubb understand wrong time mostella much
1,feminist realli movement roof respect women
1,sarcasm
1,societi time lean free toward tyranni toler
0,matter they watch anyon understand great game bowl
1,frapp mcyuck lostsal caramel enough think sarcasm salti
1,driver semi ironi sign truestori smoke texas2015 flammabl haul
1,kvz8vcz7nu interrupt yeah boyfriend time happen selfi
0,canada just white hill hope snow minut christma
0,take thing call phone work
1,gamerg
0,make would feel brrrrrrr kinda kitchen coffe
0,never say more anyon intellig proof word lose bet elector believ
0,colleg feel need back
0,still
1,uncov iraq result tortur enhanc interrog arsen hidden
0,page home make 30am stat show real home time 2qtc5akxnf
0,pendant guerr read grand caumeri mark becassin 4gcuvyuxox
0,tbbraejdp4beauti wind friend tbbraejdp
0,2014 watchthelordman 👑 becam lord year
0,snapchat weight play noth sametun get better samepar background
0,presum britishroyalti publicduti titl those
1,engin ironi search work sunris googl calendar back
0,never stori random part seen watch honestli even christma
1,peac ironi china dqeoqteuid call castro putin hypocrit goe prize chines humanright
0,empti unit threat uzcna thebear uzcna8xiy even support
1,monday
0,color favorit everi
1,sarcasm could hope
1,decid bodi massiv pain react caus love sarcasm stress
0,accent 👌 british point girl
0,die think almost
0,mxjxw invest plan european statement notcia mxjxw5loqz commiss europ
0,nowplay club metro vibe hous dusmz0kts4 session earic dusmz patten elektrik present earicpatten
0,unless theatr show start rogu
1,quiet hunger whoever floor whistl game
1,iwanttogohom crap treat like horribl great sarcasm feel
0,progress year list
0,followback follow post paid like jummwi0ayt jummwi stuff
0,learn green develop want group turn
0,one onli qeid3nxxt cinema silent put phone qeid
1,full shoe sale year left reduct rochdal price bargain
0,remix best saak montana versac dude goe saak4k9uzq
1,done canva made coffe stain
1,😳 world smiley place
0,7qg3ifjayu make team broke film rif father daughter redneck okfwzkwomq educ
0,insult kid whoispaulmccartney 1tjgedxm0k happen knowyourhistori kid
0,would swan made bella convinc much
1,chri ironi w9zvxuhghx 😂 graham block retweet
0,that fri with alabamastatemajor
0,regular pick environmnet great need stuff
1,glad council intact sarcasm prioriti
0,distract train ride choo
0,dead 😂 chill haha 💀 domino snukkgcdb snukkgcdb9 repost
1,explain mythic odd ironi want dogma church someon realli santa work believ kid
0,been wsfo thing holiday lblogger favorit love wsfo2dlu7h myfairdaili myfairdaili late check post
1,away whisk obama hospit
0,year everi jade true
0,landrov iceland nrxo modifi vehicl anoth nrxo4gfg6 bigfoot support servic
1,citi thank shut
1,crybabi such coupl gonna beauti utter sarcasm
1,glad week typhoon holiday sarcasm
0,presid regard
0,still bother report follow
0,wood listen well
0,e189ihbpzr after hover background motion hover expert abil hummingbird
0,thing onli bodi part want everi possibl miss session though
